LabVIEW Measurement,
Writer_Version,2
Reader_Version,2
Separator,Comma
Decimal_Separator,.
Multi_Headings,No
X_Columns,Multi
Time_Pref,Absolute
Operator,gaudettelab
Date,2015/02/24
Time,10:08:18.3331180499428095407
***End_of_Header***,
,
Channels,1,
Samples,1478,
Date,2015/02/24,
Time,10:19:10.3274099499428124963,
Y_Unit_Label,Volts,
X_Dimension,Time,
X0,0.0000000000000000E+0,
Delta_X,0.004000,
***End_of_Header***,,
X_Value,Dev1/ai0,Comment
0.000000,13.398050
0.004000,13.644671
0.008000,13.841967
0.012000,14.335208
0.016000,14.729801
0.020000,14.433857
0.024000,13.661112
0.028000,13.776202
0.032000,15.864256
0.036000,22.687426
0.040000,36.021378
0.044000,52.051712
0.048000,65.632280
0.052000,74.625706
0.056000,80.117120
0.060000,83.569805
0.064000,85.592092
0.068000,86.364836
0.072000,86.101774
0.076000,85.361913
0.080000,84.441197
0.084000,82.747737
0.088000,80.215768
0.092000,77.486503
0.096000,74.790119
0.100000,71.682702
0.104000,67.013355
0.108000,58.973528
0.112000,48.040019
0.116000,34.755392
0.120000,24.117825
0.124000,16.143759
0.128000,12.016975
0.132000,10.438603
0.136000,10.307072
0.140000,10.356396
0.144000,10.734548
0.148000,11.573058
0.152000,11.819678
0.156000,11.638823
0.160000,11.408644
0.164000,11.967651
0.168000,12.477333
0.172000,12.575981
0.176000,12.773278
0.180000,13.546022
0.184000,14.351650
0.188000,14.368091
0.192000,14.400974
0.196000,14.483181
0.200000,14.335208
0.204000,13.924174
0.208000,14.581829
0.212000,19.382710
0.216000,31.056084
0.220000,47.020654
0.224000,61.176671
0.228000,71.715585
0.232000,78.867577
0.236000,83.093006
0.240000,85.065969
0.244000,86.019568
0.248000,86.578574
0.252000,86.266188
0.256000,84.885114
0.260000,83.191654
0.264000,81.383105
0.268000,79.064873
0.272000,75.957456
0.276000,72.652742
0.280000,69.134291
0.284000,63.083869
0.288000,52.725808
0.292000,39.704245
0.296000,27.619837
0.300000,19.152530
0.304000,13.529581
0.308000,10.504368
0.312000,9.945362
0.316000,10.668782
0.320000,10.915403
0.324000,11.014051
0.328000,11.457968
0.332000,12.000533
0.336000,11.819678
0.340000,11.622382
0.344000,11.967651
0.348000,12.707512
0.352000,13.365167
0.356000,13.282960
0.360000,13.628229
0.364000,14.335208
0.368000,14.812008
0.372000,14.499622
0.376000,14.039264
0.380000,13.957057
0.384000,14.565388
0.388000,17.278214
0.392000,25.992141
0.396000,41.562119
0.400000,57.280067
0.404000,69.002760
0.408000,76.516462
0.412000,81.744815
0.416000,84.868673
0.420000,86.200423
0.424000,86.249747
0.428000,86.151098
0.432000,85.723623
0.436000,84.260342
0.440000,81.958552
0.444000,79.607438
0.448000,77.223441
0.452000,74.296879
0.456000,70.466041
0.460000,65.270570
0.464000,56.786826
0.468000,45.310751
0.472000,31.220497
0.476000,21.404998
0.480000,14.992863
0.484000,11.622382
0.488000,10.044010
0.492000,10.011127
0.496000,10.603017
0.500000,11.309996
0.504000,11.573058
0.508000,11.457968
0.512000,11.589499
0.516000,11.984092
0.520000,12.132064
0.524000,12.181389
0.528000,12.460892
0.532000,13.381609
0.536000,13.858409
0.540000,13.973498
0.544000,14.417415
0.548000,14.795567
0.552000,14.696919
0.556000,13.907733
0.560000,13.776202
0.564000,15.551870
0.568000,21.816033
0.572000,34.541654
