LabVIEW Measurement,
Writer_Version,2
Reader_Version,2
Separator,Comma
Decimal_Separator,.
Multi_Headings,No
X_Columns,Multi
Time_Pref,Absolute
Operator,gaudettelab
Date,6/17/2014
Time,17:49.6
***End_of_Header***,
,
Channels,1
Samples,1478
Date,6/17/2014
Time,47:36.7
Y_Unit_Label,Volts
X_Dimension,Time
X0,0.00E+00
Delta_X,0.004
***End_of_Header***,
X_Value,Dev1/ai0
0,3.72E+01
0.004,3.06E+01
0.008,2.31E+01
0.012,1.72E+01
0.016,1.26E+01
0.02,8.90E+00
0.024,5.72E+00
0.028,3.53E+00
0.032,2.55E+00
0.036,2.55E+00
0.04,2.55E+00
0.044,2.31E+00
0.048,2.79E+00
0.052,3.53E+00
0.056,3.53E+00
0.06,3.04E+00
0.064,3.28E+00
0.068,3.77E+00
0.072,3.77E+00
0.076,3.28E+00
0.08,3.53E+00
0.084,4.01E+00
0.088,4.26E+00
0.092,3.77E+00
0.096,4.01E+00
0.1,4.75E+00
0.104,4.99E+00
0.108,4.50E+00
0.112,4.75E+00
0.116,4.99E+00
0.12,5.48E+00
0.124,5.24E+00
0.128,4.99E+00
0.132,5.24E+00
0.136,5.97E+00
0.14,6.94E+00
0.144,9.14E+00
0.148,1.48E+01
0.152,2.26E+01
0.156,3.14E+01
0.16,4.04E+01
0.164,4.75E+01
0.168,5.19E+01
0.172,5.38E+01
0.176,5.41E+01
0.18,5.46E+01
0.184,5.43E+01
0.188,5.31E+01
0.192,5.11E+01
0.196,4.94E+01
0.2,4.72E+01
0.204,4.36E+01
0.208,3.87E+01
0.212,3.33E+01
0.216,2.60E+01
0.22,2.01E+01
0.224,1.48E+01
0.228,1.06E+01
0.232,7.68E+00
0.236,6.21E+00
0.24,4.99E+00
0.244,4.50E+00
0.248,4.75E+00
0.252,5.48E+00
0.256,5.72E+00
0.26,5.24E+00
0.264,5.48E+00
0.268,5.97E+00
0.272,5.97E+00
0.276,5.48E+00
0.28,5.72E+00
0.284,6.21E+00
0.288,6.21E+00
0.292,5.48E+00
0.296,5.48E+00
0.3,5.97E+00
0.304,5.97E+00
0.308,5.72E+00
0.312,5.72E+00
0.316,5.97E+00
0.32,6.21E+00
0.324,6.21E+00
0.328,5.97E+00
0.332,5.97E+00
0.336,6.21E+00
0.34,5.97E+00
0.344,5.48E+00
0.348,6.46E+00
0.352,9.14E+00
0.356,1.38E+01
0.36,2.06E+01
0.364,2.96E+01
0.368,4.01E+01
0.372,4.80E+01
0.376,5.24E+01
0.38,5.50E+01
0.384,5.70E+01
0.388,5.72E+01
0.392,5.63E+01
0.396,5.55E+01
0.4,5.48E+01
0.404,5.33E+01
0.408,5.06E+01
0.412,4.72E+01
0.416,4.28E+01
0.42,3.72E+01
0.424,2.94E+01
0.428,2.16E+01
0.432,1.60E+01
0.436,1.18E+01
0.44,7.92E+00
0.444,4.75E+00
0.448,3.28E+00
0.452,3.04E+00
0.456,2.55E+00
0.46,2.31E+00
0.464,2.55E+00
0.468,3.28E+00
0.472,3.04E+00
0.476,2.55E+00
0.48,2.79E+00
0.484,3.28E+00
0.488,3.04E+00
0.492,2.55E+00
0.496,2.55E+00
0.5,3.04E+00
0.504,3.28E+00
0.508,2.79E+00
0.512,3.04E+00
0.516,3.28E+00
0.52,3.53E+00
0.524,3.28E+00
0.528,3.28E+00
0.532,3.53E+00
