LabVIEW Measurement,
Writer_Version,2
Reader_Version,2
Separator,Comma
Decimal_Separator,.
Multi_Headings,No
X_Columns,Multi
Time_Pref,Absolute
Operator,gaudettelab
Date,2014/11/04
Time,10:14:38.826726649942553953
***End_of_Header***,
,
Channels,1,
Samples,1478,
Date,2014/11/04,
Time,10:21:52.103508749942928431,
Y_Unit_Label,Volts,
X_Dimension,Time,
X0,0.0000000000000000E+0,
Delta_X,0.004000,
***End_of_Header***,,
X_Value,Dev1/ai0,Comment
1.176000,48.586589
1.180000,49.063389
1.184000,49.079830
1.188000,48.257762
1.192000,47.386369
1.196000,47.287721
1.200000,47.928934
1.204000,51.102119
1.208000,60.309288
1.212000,74.876342
1.216000,88.440471
1.220000,98.338174
1.224000,104.141975
1.228000,107.545337
1.232000,109.419652
1.236000,109.814245
1.240000,109.074384
1.244000,107.759075
1.248000,106.246469
1.252000,103.911796
1.256000,100.853702
1.260000,97.779167
1.264000,94.869046
1.268000,91.186180
1.272000,84.839812
1.276000,75.780618
1.280000,63.120762
1.284000,54.801428
1.288000,48.471499
1.292000,44.607777
1.296000,43.193819
1.300000,42.749902
1.304000,42.125130
1.308000,42.273102
1.312000,43.095171
1.316000,44.032329
1.320000,44.377598
1.324000,44.295391
1.328000,44.920163
1.332000,46.136825
1.336000,47.057541
1.340000,47.764520
1.344000,48.356410
1.348000,48.948299
1.352000,49.046948
1.356000,48.224879
1.360000,47.452134
1.364000,47.386369
1.368000,47.583665
1.372000,49.342892
1.376000,56.445565
1.380000,70.338524
1.384000,84.593191
1.388000,95.477376
1.392000,102.514280
1.396000,106.657503
1.400000,108.992177
1.404000,109.649831
1.408000,109.123708
1.412000,108.137226
1.416000,106.789034
1.420000,104.487244
1.424000,101.527798
1.428000,98.634118
1.432000,95.822645
1.436000,92.254868
1.440000,86.664804
1.444000,78.477002
1.448000,66.803629
1.452000,56.807275
1.456000,49.885458
1.460000,45.265432
1.464000,43.588412
1.468000,42.980081
1.472000,41.993599
1.476000,41.993599
1.480000,42.980081
1.484000,43.884356
1.488000,44.147418
1.492000,44.098094
1.496000,44.755749
1.500000,45.775114
1.504000,46.597183
1.508000,47.287721
1.512000,48.126231
1.516000,48.849651
1.520000,48.931858
1.524000,48.389293
1.528000,47.731638
1.532000,47.517900
1.536000,47.386369
1.540000,48.027582
1.544000,52.746256
1.548000,64.584044
1.552000,79.233305
1.556000,91.432800
1.560000,100.080958
1.564000,105.440843
1.568000,108.367405
1.572000,109.255239
1.576000,109.255239
1.580000,108.729115
1.584000,107.512454
1.588000,105.243546
1.592000,102.514280
1.596000,99.801455
1.600000,97.006423
1.604000,93.603060
1.608000,88.867947
1.612000,81.831041
1.616000,72.278606
1.620000,59.816046
1.624000,52.006395
1.628000,46.778038
1.632000,44.180301
1.636000,43.128053
1.640000,42.092247
1.644000,41.911392
1.648000,43.012964
1.652000,43.555529
1.656000,43.835032
1.660000,43.950122
1.664000,44.558453
1.668000,45.396963
1.672000,46.021735
1.676000,46.827362
1.680000,47.978258
1.684000,48.783886
1.688000,48.816768
1.692000,48.455058
1.696000,48.044024
1.700000,47.632989
1.704000,47.238397
1.708000,47.221955
1.712000,50.148519
1.716000,59.339247
1.720000,73.610357
1.724000,86.862100
1.728000,97.137954
1.732000,103.862472
1.736000,107.380923
1.740000,108.827763
1.744000,109.271680
1.748000,109.173032
1.752000,108.022136
1.756000,105.950525
1.760000,103.467879
1.764000,100.985233
1.768000,98.157319
1.772000,94.737515
1.776000,90.676497
1.780000,84.938460
1.784000,76.339624
1.788000,63.235852
1.792000,54.472600
1.796000,48.537265
1.800000,45.084577
1.804000,43.358233
1.808000,42.289543
1.812000,41.845626
1.816000,42.601929
1.820000,43.358233
1.824000,43.604853
1.828000,43.933681
1.832000,44.509129
1.836000,44.936604
1.840000,45.462728
1.844000,46.432769
1.848000,47.715196
1.852000,48.537265
1.856000,48.586589
1.860000,48.520824
1.864000,48.339969
1.868000,47.863169
1.872000,47.156190
1.876000,46.876686
1.880000,48.652355
1.884000,54.867193
1.888000,67.379077
1.892000,81.666628
1.896000,93.537295
1.900000,101.659329
1.904000,106.082056
1.908000,108.153667
1.912000,109.189473
1.916000,109.436094
1.920000,108.531819
1.924000,106.657503
1.928000,104.487244
1.932000,102.169011
1.936000,99.242449
1.940000,95.871969
1.944000,92.386399
1.948000,87.733492
1.952000,80.071815
1.956000,68.743711
1.960000,57.514254
1.964000,50.921264
1.968000,46.136825
1.972000,43.637736
1.976000,42.519723
1.980000,42.174454
1.984000,42.355309
1.988000,42.634812
1.992000,43.012964
1.996000,43.950122
2.000000,44.476246
2.004000,44.689984
2.008000,44.985928
2.012000,46.005294
2.016000,47.287721
2.020000,48.126231
2.024000,48.290644
2.028000,48.586589
2.032000,48.718120
2.036000,48.027582
2.040000,47.205514
2.044000,46.975335
2.048000,47.682314
2.052000,51.184326
2.056000,60.720322
2.060000,75.155845
2.064000,88.621326
2.068000,98.453263
2.072000,104.191299
2.076000,107.183627
2.080000,109.025060
2.084000,109.666273
2.088000,108.844205
2.092000,107.315158
2.096000,105.588815
2.100000,103.385672
2.104000,100.524875
2.108000,97.203719
2.112000,94.096301
2.116000,90.347670
2.120000,83.853330
2.124000,74.366660
2.128000,61.476625
2.132000,53.880711
2.136000,48.027582
2.140000,44.394039
2.144000,42.930757
2.148000,42.569047
2.152000,42.158012
2.156000,42.355309
2.160000,42.947198
2.164000,43.950122
2.168000,44.361156
2.172000,44.377598
2.176000,44.624218
2.180000,45.758673
2.184000,46.909569
2.188000,47.682314
2.192000,48.126231
2.196000,48.586589
2.200000,48.849651
2.204000,48.257762
2.208000,47.337045
2.212000,46.991776
2.216000,47.287721
2.220000,49.096272
2.224000,55.426200
2.228000,68.645063
2.232000,83.097027
2.236000,94.507335
2.240000,101.807301
2.244000,105.966966
2.248000,108.498936
2.252000,109.419652
2.256000,108.992177
2.260000,107.923488
2.264000,106.575297
2.268000,104.503685
2.272000,101.511357
2.276000,98.436822
2.280000,95.576024
2.284000,92.287751
2.288000,86.812776
2.292000,78.575650
2.296000,66.984484
2.300000,57.021013
2.304000,50.263609
2.308000,45.396963
2.312000,43.407557
2.316000,42.897874
2.320000,42.240219
2.324000,42.026481
2.328000,42.881433
2.332000,43.818591
2.336000,44.098094
2.340000,44.048770
2.344000,44.443363
2.348000,45.512052
2.352000,46.514976
2.356000,47.172631
2.360000,47.863169
2.364000,48.619472
2.368000,48.866092
2.372000,48.405734
2.376000,47.550783
2.380000,47.221955
2.384000,47.287721
2.388000,47.830286
2.392000,51.628243
2.396000,62.430225
2.400000,77.326106
2.404000,89.936636
2.408000,98.831414
2.412000,104.470802
2.416000,107.742633
2.420000,109.107266
2.424000,109.008618
2.428000,108.367405
2.432000,107.282275
2.436000,105.358636
2.440000,102.563604
2.444000,99.686365
2.448000,97.006423
2.452000,93.701709
2.456000,89.196774
2.460000,82.225634
2.464000,72.969143
2.468000,60.490143
2.472000,52.729815
2.476000,46.942452
2.480000,44.295391
2.484000,43.259584
2.488000,42.273102
2.492000,41.746978
2.496000,42.421074
2.500000,43.243143
2.504000,43.933681
2.508000,43.884356
2.512000,44.229625
2.516000,45.133901
2.520000,45.939528
2.524000,46.498535
2.528000,47.435693
2.532000,48.422175
2.536000,48.783886
2.540000,48.553706
2.544000,47.928934
2.548000,47.632989
2.552000,47.304162
2.556000,47.073983
2.560000,48.866092
2.564000,56.083855
2.568000,69.615104
2.572000,83.376530
2.576000,94.342922
2.580000,101.988156
2.584000,106.345118
2.588000,108.301640
2.592000,108.942853
2.596000,108.860646
2.600000,108.055019
2.604000,106.378000
2.608000,103.846030
2.612000,101.198971
2.616000,98.601235
2.620000,95.477376
2.624000,91.564331
2.628000,86.220887
2.632000,78.345471
2.636000,66.474802
2.640000,56.314034
2.644000,49.638837
2.648000,45.594259
2.652000,43.654177
2.656000,42.651254
2.660000,41.993599
2.664000,42.289543
2.668000,43.062288
2.672000,43.456881
2.676000,43.687060
2.680000,44.147418
2.684000,44.805073
2.688000,45.331197
2.692000,46.038176
2.696000,47.205514
2.700000,48.224879
2.704000,48.586589
2.708000,48.438617
2.712000,48.307086
2.716000,47.945376
2.720000,47.419252
2.724000,46.909569
2.728000,47.534341
2.732000,51.726891
2.736000,62.101397
2.740000,76.273859
