LabVIEW Measurement,
Writer_Version,2
Reader_Version,2
Separator,Comma
Decimal_Separator,.
Multi_Headings,No
X_Columns,Multi
Time_Pref,Absolute
Operator,gaudettelab
Date,2014/09/16
Time,10:00:00.5388983499427029888
***End_of_Header***,
,
Channels,1,
Samples,1478,
Date,2014/09/16,
Time,10:44:26.8074001499425639602,
Y_Unit_Label,Volts,
X_Dimension,Time,
X0,0.0000000000000000E+0,
Delta_X,0.004000,
***End_of_Header***,,
X_Value,Dev1/ai0,Comment
1.164000,77.916004
1.168000,75.778627
1.172000,73.871429
1.176000,72.112204
1.180000,69.366496
1.184000,63.710667
1.188000,53.944496
1.192000,35.579487
1.196000,23.856789
1.200000,13.679580
1.204000,6.905734
1.208000,2.795391
1.212000,0.937516
1.216000,-0.229822
1.220000,-1.084773
1.224000,-1.150539
1.228000,-0.377794
1.232000,0.033240
1.236000,0.049682
1.240000,0.526482
1.244000,1.118371
1.248000,1.496523
1.252000,1.463640
1.256000,1.743143
1.260000,2.450122
1.264000,2.877598
1.268000,2.992687
1.272000,3.337956
1.276000,4.160025
1.280000,4.834121
1.284000,5.113625
1.288000,5.524659
1.292000,6.116548
1.296000,6.544024
1.300000,6.363169
1.304000,5.919252
1.308000,6.494700
1.312000,11.607967
1.316000,24.086969
1.320000,42.304007
1.324000,58.959113
1.328000,69.761089
1.332000,75.647096
1.336000,79.362844
1.340000,81.861930
1.344000,83.719804
1.348000,83.966424
1.352000,83.127915
1.356000,82.042785
1.360000,80.776801
1.364000,78.820279
1.368000,76.584254
1.372000,74.742822
1.376000,73.098685
1.380000,70.862660
1.384000,66.653671
1.388000,58.893347
1.392000,44.671564
1.396000,29.183794
1.400000,17.954337
1.404000,9.552795
1.408000,4.636825
1.412000,1.710260
1.416000,0.082564
1.420000,-0.805270
1.424000,-1.084773
1.428000,-0.640856
1.432000,-0.131173
1.436000,-0.032525
1.440000,0.329185
1.444000,1.052605
1.448000,1.299226
1.452000,1.299226
1.456000,1.578729
1.460000,2.269267
1.464000,2.614536
1.468000,2.762508
1.472000,3.124218
1.476000,3.896963
1.480000,4.505294
1.484000,4.768356
1.488000,5.228714
1.492000,5.935693
1.496000,6.478259
1.500000,6.412493
1.504000,6.001459
1.508000,6.017900
1.512000,8.352575
1.516000,16.704792
1.520000,33.014633
1.524000,51.346760
1.528000,65.321921
1.532000,72.917830
1.536000,77.570736
1.540000,80.776801
1.544000,83.127915
1.548000,83.933541
1.552000,83.440301
1.556000,82.618233
1.560000,81.598869
1.564000,79.773878
1.568000,77.504970
1.572000,75.515566
1.576000,74.035843
1.580000,72.029997
1.584000,68.840373
1.588000,63.184544
1.592000,53.566345
1.596000,35.152011
1.600000,23.166252
1.604000,13.087690
1.608000,6.790645
1.612000,2.992687
1.616000,0.805985
1.620000,-0.558649
1.624000,-0.969683
1.628000,-0.772387
1.632000,-0.460001
1.636000,-0.262704
1.640000,0.181213
1.644000,0.838868
1.648000,1.151254
1.652000,1.134812
1.656000,1.414316
1.660000,2.088412
1.664000,2.483005
1.668000,2.532329
1.672000,2.926922
1.676000,3.683225
1.680000,4.225790
1.684000,4.538177
1.688000,4.965652
1.692000,5.721955
1.696000,6.330286
1.700000,6.363169
1.704000,6.100107
1.708000,6.034341
1.712000,6.807086
1.716000,11.788822
1.720000,24.448679
1.724000,42.978103
1.728000,59.764740
1.732000,69.793972
1.736000,75.449800
1.740000,79.412168
1.744000,82.174316
1.748000,83.555390
1.752000,83.440301
1.756000,82.947060
1.760000,82.124992
1.764000,80.579504
1.768000,78.310597
1.772000,76.370516
1.776000,74.841470
1.780000,73.065803
1.784000,70.369419
1.788000,66.242637
1.792000,58.778258
1.796000,43.734406
1.800000,28.443932
1.804000,17.296682
1.808000,9.421264
1.812000,4.702590
1.816000,1.512964
1.820000,-0.196939
1.824000,-0.723063
1.828000,-0.805270
1.832000,-0.657297
1.836000,-0.427118
1.840000,0.033240
1.844000,0.723778
1.848000,0.953957
1.852000,1.019723
1.856000,1.315667
1.860000,1.940440
1.864000,2.302150
1.868000,2.367915
1.872000,2.729626
1.876000,3.436605
1.880000,3.995611
1.884000,4.192908
1.888000,4.702590
1.892000,5.491776
1.896000,6.100107
1.900000,6.297403
1.904000,6.198755
1.908000,6.182314
1.912000,6.330286
1.916000,8.204603
1.920000,16.260875
1.924000,32.883102
1.928000,51.330319
1.932000,65.025976
1.936000,72.473914
1.940000,77.455646
1.944000,80.941214
1.948000,82.799088
1.952000,83.325211
1.956000,83.226563
1.960000,82.766205
1.964000,81.483779
1.968000,79.379285
1.972000,77.356998
1.976000,75.860834
1.980000,74.035843
1.984000,71.799818
1.988000,68.675959
1.992000,63.513371
1.996000,53.944496
2.000000,35.135570
2.004000,23.133369
2.008000,13.317870
2.012000,7.152355
2.016000,2.943363
2.020000,0.542923
2.024000,-0.377794
2.028000,-0.657297
2.032000,-0.854594
2.036000,-0.706621
2.040000,-0.131173
2.044000,0.559364
2.048000,0.822426
2.052000,0.822426
2.056000,1.151254
2.060000,1.825350
2.064000,2.154177
2.068000,2.187060
2.072000,2.483005
2.076000,3.239308
2.080000,3.732549
2.084000,3.929846
2.088000,4.340880
2.092000,5.195831
2.096000,5.820604
2.100000,6.116548
2.104000,6.132990
2.108000,6.264521
2.112000,6.412493
2.116000,6.511141
2.120000,10.144685
2.124000,21.670087
2.128000,40.067981
2.132000,57.051914
2.136000,68.018304
2.140000,74.512643
2.144000,79.083341
2.148000,81.664634
2.152000,82.897736
2.156000,83.358094
2.160000,83.325211
2.164000,82.371612
2.168000,80.497298
2.172000,78.540776
2.176000,76.962405
2.180000,75.268945
2.184000,73.065803
2.188000,70.731129
2.192000,67.409974
2.196000,60.669015
2.200000,48.288666
2.204000,30.482662
2.208000,19.401177
2.212000,10.917429
2.216000,5.343804
2.220000,1.693819
2.224000,0.131889
2.228000,-0.295587
2.232000,-0.821711
2.236000,-0.986125
2.240000,-0.460001
2.244000,0.296302
2.248000,0.641571
2.252000,0.674454
2.256000,0.970399
2.260000,1.644495
2.264000,2.006205
2.268000,1.940440
2.272000,2.187060
2.276000,2.959805
2.280000,3.502370
2.284000,3.633901
2.288000,4.012053
2.292000,4.768356
2.296000,5.541100
2.300000,5.869928
2.304000,6.017900
2.308000,6.313845
2.312000,6.560465
2.316000,6.215197
2.320000,6.856410
2.324000,13.202780
2.328000,27.917808
2.332000,46.266377
2.336000,61.392435
2.340000,70.616040
2.344000,76.436282
2.348000,80.053381
2.352000,81.878372
2.356000,83.078591
2.360000,83.555390
2.364000,83.045708
2.368000,81.450896
2.372000,79.740995
2.376000,78.129742
2.380000,76.354075
2.384000,74.266022
2.388000,72.095762
2.392000,69.793972
2.396000,65.584983
2.400000,56.953266
2.404000,39.426768
2.408000,26.405202
2.412000,15.997813
2.416000,8.566313
2.420000,3.551694
2.424000,1.069047
2.428000,0.115447
2.432000,-0.558649
2.436000,-1.150539
2.440000,-0.821711
2.444000,0.049682
2.448000,0.444275
2.452000,0.444275
2.456000,0.756661
2.460000,1.397874
2.464000,1.776026
2.468000,1.776026
2.472000,1.973322
2.476000,2.696743
2.480000,3.206425
2.484000,3.354398
2.488000,3.666784
2.492000,4.390204
2.496000,5.195831
2.500000,5.524659
2.504000,5.721955
2.508000,6.215197
2.512000,6.593348
2.516000,6.363169
2.520000,5.952135
2.524000,8.286810
2.528000,17.313123
2.532000,33.886026
2.536000,51.478291
2.540000,65.009535
2.544000,72.852065
2.548000,77.751591
2.552000,80.447973
2.556000,82.355171
2.560000,83.473183
2.564000,83.440301
2.568000,82.305847
2.572000,80.842566
2.576000,79.346402
2.580000,77.521411
2.584000,75.449800
2.588000,73.411071
2.592000,71.503873
2.596000,68.823931
2.600000,63.036571
2.604000,52.875807
2.608000,34.412150
2.612000,22.952514
2.616000,13.087690
2.620000,6.511141
2.624000,2.630977
2.628000,0.937516
2.632000,-0.180498
2.636000,-1.051890
2.640000,-1.117656
2.644000,-0.328470
2.648000,0.164771
2.652000,0.214095
2.656000,0.510040
2.660000,1.217019
2.664000,1.562288
2.668000,1.512964
2.672000,1.759585
2.676000,2.351474
2.680000,2.811832
2.684000,3.009129
2.688000,3.255749
2.692000,3.929846
2.696000,4.702590
2.700000,5.080742
2.704000,5.393128
2.708000,5.968576
2.712000,6.576907
2.716000,6.544024
2.720000,6.067224
2.724000,6.165872
2.728000,9.191085
2.732000,18.661316
2.736000,35.497280
2.740000,53.122428
2.744000,66.275520
2.748000,73.394630
2.752000,77.735149
2.756000,80.595946
2.760000,82.716881
2.764000,83.489625
2.768000,83.029267
2.772000,82.092109
2.776000,80.990538
2.780000,79.297078
2.784000,77.061053
2.788000,75.137414
2.792000,73.427513
2.796000,71.536756
2.800000,68.281366
2.804000,62.115855
2.808000,52.004415
2.812000,33.655847
2.816000,21.949590
2.820000,12.150532
2.824000,6.116548
2.828000,2.630977
2.832000,0.674454
2.836000,-0.558649
2.840000,-1.068332
2.844000,-0.706621
2.848000,-0.279146
2.852000,-0.131173
2.856000,0.197654
2.860000,0.904633
2.864000,1.233461
2.868000,1.266343
2.872000,1.512964
2.876000,2.071971
2.880000,2.548770
2.884000,2.647419
2.888000,2.943363
2.892000,3.601018
2.896000,4.242232
2.900000,4.636825
2.904000,4.932769
2.908000,5.623307
2.912000,6.346728
2.916000,6.445376
2.920000,6.165872
2.924000,6.083666
2.928000,6.659114
2.932000,10.539278
2.936000,21.571439
2.940000,39.426768
2.944000,56.657321
2.948000,67.936098
2.952000,74.052284
2.956000,78.376362
2.960000,81.253600
2.964000,82.897736
2.968000,83.160798
2.972000,82.667557
2.976000,82.026344
2.980000,80.612387
2.984000,78.491452
2.988000,76.354075
2.992000,74.792146
2.996000,73.032920
3.000000,70.648923
3.004000,66.916733
3.008000,60.323746
3.012000,48.716141
3.016000,30.712841
3.020000,19.121674
3.024000,10.621485
3.028000,5.475335
3.032000,2.071971
3.036000,0.066123
3.040000,-0.640856
3.044000,-0.755946
3.048000,-0.624415
3.052000,-0.460001
3.056000,0.016799
3.060000,0.641571
3.064000,1.036164
3.068000,1.036164
3.072000,1.282785
3.076000,1.858233
3.080000,2.285708
3.084000,2.318591
3.088000,2.565212
3.092000,3.222867
3.096000,3.864080
3.100000,4.160025
3.104000,4.488852
3.108000,5.179390
3.112000,6.017900
3.116000,6.313845
3.120000,6.231638
3.124000,6.363169
3.128000,6.412493
3.132000,6.741321
3.136000,10.900988
3.140000,22.936072
3.144000,41.202436
3.148000,57.726010
3.152000,68.166277
3.156000,74.397553
3.160000,78.886044
3.164000,81.434455
3.168000,82.634674
3.172000,83.012825
3.176000,82.864853
3.180000,81.993461
3.184000,80.217794
3.188000,78.129742
3.192000,76.403399
3.196000,74.857911
3.200000,72.687651
3.204000,70.139240
3.208000,66.702995
3.212000,59.962036
3.216000,47.236418
3.220000,29.545504
3.224000,18.480461
3.228000,10.473512
3.232000,5.146507
3.236000,1.628054
3.240000,0.000358
3.244000,-0.312028
3.248000,-0.772387
3.252000,-0.920359
3.256000,-0.443559
3.260000,0.362068
3.264000,0.707337
3.268000,0.773102
3.272000,1.036164
3.276000,1.644495
3.280000,2.022646
3.284000,2.022646
3.288000,2.170619
3.292000,2.762508
3.296000,3.436605
3.300000,3.699667
3.304000,3.946287
3.308000,4.620383
3.312000,5.475335
3.316000,5.869928
3.320000,6.017900
3.324000,6.363169
3.328000,6.675555
3.332000,6.445376
3.336000,6.379610
3.340000,10.769457
3.344000,22.804542
3.348000,40.610546
3.352000,56.854618
3.356000,67.821008
3.360000,74.463318
3.364000,78.754513
3.368000,80.957656
3.372000,82.437378
3.376000,83.259446
3.380000,83.012825
3.384000,81.746841
3.388000,80.053381
3.392000,78.376362
3.396000,76.699343
3.400000,74.693497
3.404000,72.473914
3.408000,70.352978
3.412000,67.130471
3.416000,60.142891
3.420000,47.811866
3.424000,30.120952
3.428000,19.220322
3.432000,10.621485
3.436000,4.965652
3.440000,1.726702
3.444000,0.411392
3.448000,-0.344911
3.452000,-1.051890
3.456000,-0.986125
3.460000,-0.081849
3.464000,0.411392
3.468000,0.427833
3.472000,0.707337
3.476000,1.332109
3.480000,1.726702
3.484000,1.710260
3.488000,1.874674
3.492000,2.450122
3.496000,3.025570
3.500000,3.305074
3.504000,3.485929
3.508000,4.094259
3.512000,4.899887
3.516000,5.409569
3.520000,5.573983
3.524000,6.100107
3.528000,6.675555
3.532000,6.609790
3.536000,6.067224
3.540000,6.445376
3.544000,11.262698
3.548000,23.182693
3.552000,40.626988
3.556000,57.084797
3.560000,68.232042
3.564000,74.529084
3.568000,78.359921
3.572000,80.809683
3.576000,82.585350
3.580000,83.259446
3.584000,82.618233
3.588000,81.418014
3.592000,80.119146
3.596000,78.442128
3.600000,76.370516
3.604000,74.298905
3.608000,72.424590
3.612000,70.418743
3.616000,66.785202
3.620000,59.551002
3.624000,47.335066
3.628000,30.088069
3.632000,18.809288
3.636000,10.144685
3.640000,4.899887
3.644000,2.055529
3.648000,0.362068
3.652000,-0.673739
3.656000,-1.084773
3.660000,-0.624415
3.664000,-0.048967
3.668000,0.131889
3.672000,0.312744
3.676000,0.986840
3.680000,1.414316
3.684000,1.512964
3.688000,1.628054
3.692000,2.104853
3.696000,2.663860
